"Probability","TestValue",
0.34825074038,0,
0.0767924581028,0,
0.0735237006731,0,
0.0206813328578,0,
0.119373679139,0,
1,0,
0,0,
0.000469951063426,0,
0,0,
1,0,
1,0,
1,0,
1,0,
0,0,
0,0,
1,0,
1,0,
0,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,1,
1,0,
1,1,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
0,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
0,1,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0.0368169614493,0,
1,0,
0.021383862144,0,
1,0,
0,0,
1,0,
1,0,
0.0329767998584,0,
0.768769061099,0,
1,0,
0,0,
0,0,
1,0,
0,0,
0.896085035518,0,
0,0,
0,0,
0,0,
0,0,
1,0,
1,0,
0,0,
1,0,
1,0,
0,0,
0,0,
0,0,
1,0,
0,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
0.438272494163,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
0,0,
0,0,
1,0,
1,0,
1,0,
1,1,
1,0,
1,1,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0.0238785297736,0,
1,0,
1,0,
1,1,
0,0,
1,1,
1,1,
1,0,
1,0,
0,0,
0,0,
1,0,
1,0,
1,0,
0,0,
0,0,
0,0,
1,0,
0,0,
0,0,
0,0,
0,0,
0,0,
1,0,
1,0,
1,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,1,
1,0,
1,0,
1,1,
1,1,
1,1,
1,0,
0,0,
1,0,
0,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
0.875042549278,0,
0,0,
0,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
0,0,
0,0,
0,0,
1,0,
0,0,
1,0,
1,1,
0.709692985696,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,1,
1,1,
1,0,
0,0,
0,1,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,1,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
0,1,
0.158818642638,1,
0.45751314897,0,
0,0,
1,0,
1,0,
1,0,
0.0959151135752,0,
0.0368693545798,0,
1,0,
1,0,
0,0,
1,0,
0,0,
1,0,
0,0,
0,0,
0.0775848359271,0,
1,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
1,0,
1,0,
0,0,
0,0,
0,0,
1,0,
1,0,
0,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
0.517915009763,0,
1,0,
0,0,
1,0,
1,0,
0,0,
0,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
0,0,
1,0,
0,0,
0,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,1,
1,1,
1,0,
1,0,
0,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,1,
1,0,
0,0,
0,0,
1,0,
1,0,
1,1,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
0,0,
0.33637144392,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0.479825160456,0,
0.00194539007748,0,
0,0,
1,0,
1,0,
1,0,
0.181150691251,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
0,0,
0,0,
1,0,
1,0,
1,0,
1,1,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
0,0,
0,0,
0,0,
1,0,
1,0,
0.575572618112,0,
0,0,
0,0,
0,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,1,
1,0,
1,0,
1,0,
1,0,
1,1,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
0,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,1,
1,0,
0,0,
0,1,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
0,0,
1,0,
1,0,
0,0,
0,0,
0,0,
1,0,
0,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
0,0,
1,0,
0,0,
1,1,
1,1,
0,0,
0,0,
1,0,
1,1,
1,1,
1,1,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,1,
1,0,
1,0,
1,0,
1,0,
0.641522721619,0,
1,0,
1,0,
1,0,
1,1,
1,0,
1,1,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,1,
0,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,1,
0,0,
0,0,
1,0,
0,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,1,
1,0,
1,0,
1,1,
1,1,
1,0,
1,1,
0,1,
1,0,
1,0,
0,0,
0,0,
0,0,
0,0,
0,0,
1,0,
0,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,1,
1,0,
1,0,
1,0,
0,0,
1,0,
1,1,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
0,0,
0,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,1,
1,0,
1,0,
0,0,
0,0,
1,0,
1,0,
1,0,
0,0,
1,1,
1,0,
1,1,
0,0,
1,1,
1,0,
0,0,
1,0,
1,0,
0,0,
1,1,
1,0,
0,0,
0,0,
1,0,
0,0,
1,0,
1,0,
1,1,
1,1,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,1,
1,0,
1,1,
1,1,
1,1,
1,1,
1,1,
0,0,
0,0,
0,0,
1,1,
1,1,
1,0,
0,0,
1,0,
1,1,
1,0,
1,0,
1,0,
1,0,
1,0,
1,1,
1,0,
1,1,
1,0,
0,0,
1,1,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
0.0744995828282,0,
0,0,
0,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,1,
1,0,
1,0,
1,0,
1,0,
1,1,
1,0,
1,1,
1,0,
1,0,
0,0,
1,0,
0.483247704584,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,1,
1,0,
1,0,
0,0,
0,0,
1,0,
1,1,
0,0,
1,1,
1,0,
0,0,
0,0,
1,0,
1,0,
0,0,
1,0,
0,0,
1,0,
0,1,
1,0,
1,0,
0.831452952577,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,1,
1,0,
1,0,
0,0,
0.847628102827,0,
1,0,
0.0469269615013,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
0,0,
1,0,
0,0,
1,0,
0,0,
0,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
0,0,
1,0,
0.237398679474,0,
0,0,
1,0,
1,0,
0,0,
1,0,
1,1,
1,0,
1,0,
0,0,
0,0,
1,0,
1,0,
0,0,
1,0,
0,0,
1,0,
1,0,
1,0,
0,0,
0,0,
1,0,
1,1,
1,0,
1,1,
1,0,
1,1,
1,1,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
0,0,
1,0,
0,0,
0,0,
0,0,
1,0,
1,0,
1,0,
0,0,
0,0,
1,0,
0,1,
1,1,
1,0,
0,0,
1,0,
1,1,
1,1,
1,1,
0,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
0,0,
0,0,
0,0,
1,0,
1,0,
0.128462776651,0,
0,0,
0,0,
0,0,
1,0,
1,0,
0,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,1,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,1,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
0,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
0,0,
0,0,
1,0,
1,1,
0,0,
1,0,
1,0,
0,0,
1,0,
0,0,
0,0,
1,0,
0,0,
0,0,
0,0,
1,0,
0,1,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
1,0,
1,0,
0,0,
1,0,
1,0,
0,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,1,
1,0,
1,0,
0.052230827284,0,
0,0,
0,0,
1,0,
0.429770253903,0,
1,0,
1,0,
1,0,
0,0,
1,0,
0,0,
0,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
0,0,
1,1,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
0,0,
0,0,
1,0,
0,0,
1,0,
1,0,
1,0,
0,0,
0.000288495502112,1,
0,0,
0,0,
0,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
0,0,
0,0,
1,0,
0.113143121356,0,
1,0,
0,0,
1,0,
0.109325788563,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0.336874745633,0,
0,0,
0,0,
1,0,
1,0,
1,1,
1,0,
0,0,
1,0,
1,1,
1,0,
1,0,
1,0,
0,0,
0,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,1,
1,0,
1,0,
1,0,
0,0,
1,1,
0,0,
1,0,
0,0,
1,0,
1,0,
0,0,
1,0,
0,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
0.0275564460144,0,
1,0,
0.376912818669,0,
0.0255435911605,0,
0,0,
1,0,
1,0,
0.251795376824,0,
0.262556210378,0,
0.0835569923021,0,
0,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
0,1,
0,0,
0,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,1,
0,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,1,
1,1,
0,0,
0,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
0,0,
0,0,
0,0,
1,0,
0,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,1,
1,1,
0,1,
0,0,
0,0,
1,0,
1,1,
1,1,
1,0,
0,0,
1,0,
0,0,
1,0,
0,0,
0,0,
0,0,
1,0,
0,0,
0,0,
0,0,
1,0,
0,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
0,0,
0,0,
1,0,
1,0,
0,0,
0,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
0,0,
0,0,
1,0,
1,0,
1,0,
0.00283056821865,0,
0.709842384533,0,
0.154812313358,0,
0,0,
0.696485434139,0,
0,0,
0,0,
0.0415599604326,0,
1,0,
0.0127167827538,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
0,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,1,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
0,0,
0,0,
1,1,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,1,
1,0,
0,0,
0,0,
0,0,
1,0,
1,0,
0,0,
1,1,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
0,0,
1,0,
0,0,
0,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
0,0,
1,0,
1,0,
0,0,
0,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,1,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,1,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
0,0,
0.0371188243498,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
0,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
0,0,
0,0,
1,0,
0,0,
0,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,1,
0,0,
1,1,
1,0,
1,0,
1,0,
1,0,
0.0818743242168,0,
1,0,
0.436478248294,0,
0,0,
0,0,
1,0,
0,0,
0,0,
0.469755139528,0,
0,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
0,0,
1,0,
0,0,
1,0,
1,0,
0,0,
0.839396907573,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
0,0,
1,0,
1,0,
0,0,
1,0,
1,0,
0,0,
1,0,
1,0,
0,0,
0,1,
1,0,
1,0,
1,0,
0,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
0,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
0,0,
0,0,
1,0,
1,0,
0,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
0,0,
0,0,
0,0,
0,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
0,0,
0,0,
1,0,
1,1,
1,0,
1,0,
1,1,
1,1,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,1,
1,0,
1,0,
0.248761117364,0,
0.0974024167789,0,
0.138383227032,0,
0.574584466353,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
0,0,
0,0,
0,0,
1,0,
0,0,
1,0,
0,0,
0,0,
0.517391278638,0,
0.757828383267,0,
0,0,
1,0,
0,0,
0.1872183154,0,
0,0,
0,1,
1,0,
1,0,
0.6527169914,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
0,0,
0,0,
1,0,
1,0,
0,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,1,
0,0,
0,0,
0.703604237322,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,1,
1,1,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,1,
1,0,
0,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,1,
1,0,
1,0,
0,0,
1,0,
1,0,
0,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,1,
0,0,
1,1,
0.355960942184,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
0,0,
0,0,
1,0,
1,0,
0,0,
1,0,
1,1,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,1,
1,0,
1,0,
1,0,
0,0,
1,0,
0,0,
0,0,
1,0,
0.126535644627,1,
0.00998680567083,0,
0,0,
0.0522915519702,0,
0.0055889024283,0,
0.184861745477,0,
0.064443075746,0,
0.121676135832,0,
0.240334346596,0,
0,0,
1,0,
1,0,
0.0628755544573,0,
0,0,
0,0,
1,0,
0,0,
0,0,
0,0,
1,0,
0,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
0,0,
1,0,
1,0,
0.825094008439,0,
0,0,
1,0,
0.959036622682,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
0,0,
1,1,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
0.0228016438884,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
0,0,
1,0,
0,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
0,0,
0,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
0.776066685114,0,
1,0,
1,0,
1,1,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,1,
0,0,
1,0,
0,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
0,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
0,0,
1,0,
1,0,
1,1,
1,1,
0,0,
0,0,
1,0,
1,0,
1,0,
0,0,
1,1,
1,0,
1,1,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,1,
1,0,
1,0,
1,0,
0,0,
0,1,
0,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
0,0,
1,0,
0.464656097458,0,
1,0,
0,0,
1,0,
1,0,
0,0,
0,0,
0,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,1,
1,0,
1,0,
1,0,
1,0,
0,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
0,0,
1,0,
0,0,
1,0,
1,0,
0,0,
0,0,
1,0,
0,0,
1,0,
0,0,
0,0,
0,0,
0,0,
0,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,1,
1,0,
0,0,
1,1,
1,0,
1,0,
1,0,
1,1,
1,0,
1,1,
1,0,
0.0357083960022,0,
0.110765526744,0,
1,0,
1,0,
1,0,
0,0,
0,0,
1,0,
1,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
1,0,
1,0,
0,0,
1,0,
0,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
0,0,
0.284900312669,0,
0,0,
1,0,
0.97971411975,0,
0,1,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
0,0,
1,0,
1,0,
0,0,
0,0,
1,0,
0,0,
1,0,
0.85542039553,0,
1,0,
1,0,
0,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
0,0,
1,0,
0,0,
1,0,
0.960936385716,0,
0,0,
1,0,
1,0,
0,0,
1,0,
1,0,
0,0,
0,0,
0,0,
0,0,
1,0,
0.728965367337,0,
0,0,
1,0,
0.488654405929,0,
0.59473315193,0,
1,0,
1,0,
0,0,
1,0,
1,0,
0.887901946872,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
0,0,
0.864218944773,0,
0,0,
0,0,
0,0,
0,0,
1,0,
1,0,
1,0,
0,0,
0,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
1,0,
0,0,
0,0,
0.182097237088,0,
0,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
0,0,
1,0,
1,1,
0,0,
1,1,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
0.600643228493,0,
1,0,
1,0,
0,0,
1,0,
0,0,
1,0,
0,0,
0,0,
1,0,
0,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
0,0,
0,0,
1,0,
1,0,
0,0,
1,0,
0,0,
0,0,
0,0,
0,0,
0,0,
1,0,
0,0,
0,0,
0.103977192161,0,
1,0,
1,1,
0,0,
0,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
0,0,
1,1,
1,1,
0,0,
0,0,
0.820238040672,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
0,0,
1,0,
1,0,
0,0,
0,0,
1,0,
0,0,
1,0,
0,0,
0,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,1,
1,0,
0,1,
1,0,
0,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0.910951083738,0,
0,0,
1,0,
1,0,
1,1,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0.960923217081,0,
1,0,
1,0,
0,0,
0,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
0,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
0,0,
1,0,
1,0,
1,0,
0,0,
0,0,
1,0,
0,0,
1,0,
1,0,
0,0,
1,0,
1,0,
0,0,
0.761678244733,0,
1,0,
1,0,
1,0,
1,0,
1,1,
1,0,
1,0,
1,0,
0.19381404681,0,
0,0,
1,0,
0,0,
0,0,
0,0,
1,0,
0,0,
1,0,
1,0,
0,0,
0,0,
1,0,
1,0,
0,0,
0.000642226654335,0,
1,0,
0,0,
0,0,
0,1,
0,0,
0,0,
1,0,
0,0,
0,0,
0,0,
0.0416904934606,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,1,
0,1,
1,0,
1,0,
1,0,
0.80517752325,0,
0,0,
1,0,
1,0,
0,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,1,
0,0,
1,0,
0,0,
1,0,
0,0,
0.321526418931,0,
1,0,
0,0,
0,0,
0,0,
0,0,
1,0,
1,0,
1,0,
0,0,
0,0,
0,0,
0,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
0,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0.768973803214,0,
0.0837574503825,0,
1,0,
0,0,
1,0,
0,0,
0.0396001586759,0,
0,0,
1,0,
0,0,
0,0,
1,1,
0,0,
1,0,
0,0,
0.0655680169629,0,
0,0,
1,1,
1,0,
1,0,
1,0,
1,1,
1,0,
1,0,
0.265881760189,0,
1,1,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
0,0,
1,0,
0,0,
0.0227881288459,0,
1,0,
1,0,
0.0895602378276,0,
1,0,
1,0,
0.118878130306,0,
0,0,
0,0,
0,0,
0.072156523403,0,
0,0,
0,0,
0,0,
1,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
1,0,
0,0,
0,0,
0,0,
1,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
1,0,
0,0,
0,0,
0,0,
1,0,
1,0,
1,0,
0,0,
1,0,
